director_name,genres,movie_title,comb
Pascal Arnold,Drama,one to another,Karl E. Landler Lizzie Brocheré Pierre Perrier Pascal Arnold Drama
Kimberly Peirce,Drama Fantasy Horror,carrie,Chloë Grace Moretz Judy Greer Portia Doubleday Kimberly Peirce Drama Fantasy Horror
Remo,Drama Musical,abcd (any body can dance),Lauren Gottlieb Remo Prabhudheva Remo Drama Musical
Wes Craven,Horror,a nightmare on elm street,Johnny Depp Lin Shaye Amanda Wyss Wes Craven Horror
James Marsh,Biography Crime Documentary History Thriller,man on wire,Paul McGill Philippe Petit Jean-Louis Blondeau James Marsh Biography Crime Documentary History Thriller
John Laing,Drama,abandoned,Siobhan Marshall Peter Feeney Rachel Nash John Laing Drama
Jamal Hill,Drama,brotherly love,Logan Browning Adam Ratcliffe Faizon Love Jamal Hill Drama
Daniel Stamm,Drama Horror Thriller,the last exorcism,Caleb Landry Jones Ashley Bell Patrick Fabian Daniel Stamm Drama Horror Thriller
Sam Taylor-Johnson,Biography Drama Music,nowhere boy,Kristin Scott Thomas Ophelia Lovibond Anne-Marie Duff Sam Taylor-Johnson Biography Drama Music
Elia Kazan,Drama,a streetcar named desire,Marlon Brando Karl Malden Kim Hunter Elia Kazan Drama
Stanley Kubrick,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb,George C. Scott Slim Pickens Keenan Wynn Stanley Kubrick Comedy
Carlos Carrera,Drama Romance,el crimen del padre amaro,Damián Alcázar Ana Claudia Talancón Pedro Armendáriz Jr. Carlos Carrera Drama Romance
Benh Zeitlin,Drama Fantasy,beasts of the southern wild,Quvenzhané Wallis Gina Montana Dwight Henry Benh Zeitlin Drama Fantasy
J. Lee Thompson,Action Sci-Fi,battle for the planet of the apes,Roddy McDowall Paul Williams Claude Akins J. Lee Thompson Action Sci-Fi
Maggie Greenwald,Drama Music,songcatcher,Aidan Quinn David Patrick Kelly Jane Adams Maggie Greenwald Drama Music
Vera Farmiga,Drama,higher ground,Donna Murphy Bill Irwin Michael Chernus Vera Farmiga Drama
Vijay Chandar,Comedy Romance,vaalu,Hansika Motwani T.R. Silambarasan Brahmanandam Vijay Chandar Comedy Romance
Morgan Spurlock,Comedy Documentary,the greatest movie ever sold,Quentin Tarantino J.J. Abrams Donald Trump Morgan Spurlock Comedy Documentary
Jonathan Wacks,Comedy Horror,ed and his dead mother,Steve Buscemi Gary Farmer Jon Gries Jonathan Wacks Comedy Horror
Khyentse Norbu,Adventure Drama,travelers and magicians,Tshewang Dendup Lhakpa Dorji Sonam Kinga Khyentse Norbu Adventure Drama
Ted Post,Western,hang 'em high,Clint Eastwood Bruce Dern Alan Hale Jr. Ted Post Western
Richard Brooks,Crime Drama Film-Noir,deadline - u.s.a.,Humphrey Bogart Jim Backus Kim Hunter Richard Brooks Crime Drama Film-Noir
Tony Krantz,Horror Thriller,sublime,George Newbern Tom Cavanagh Cas Anvar Tony Krantz Horror Thriller
Mitchell Altieri,Comedy Horror Thriller,a beginner's guide to snuff,Kimberley Crossman Luke Edwards Bree Williamson Mitchell Altieri Comedy Horror Thriller
W.D. Hogan,Action Sci-Fi,independence daysaster,Tom Everett Scott Keenan Tracey Nicholas Carella W.D. Hogan Action Sci-Fi
Corey Grant,Comedy Drama,dysfunctional friends,Christian Keyes Essence Atkins Tatyana Ali Corey Grant Comedy Drama
Tom Tykwer,Crime Drama,run lola run,Moritz Bleibtreu Ludger Pistor Armin Rohde Tom Tykwer Crime Drama
Lucky McKee,Drama Horror,may,James Duval Will Estes Nora Zehetner Lucky McKee Drama Horror
Richard Boddington,Adventure Family,against the wild,Natasha Henstridge CJ Adams Erin Pitt Richard Boddington Adventure Family
David Hunt,Horror,living dark: the story of ted the caver,Matthew Alan Chris Cleveland Circus-Szalewski David Hunt Horror
Patricia Riggen,Adventure Drama,under the same moon,America Ferrera Eugenio Derbez Kate del Castillo Patricia Riggen Adventure Drama
J. Lee Thompson,Action Sci-Fi,conquest of the planet of the apes,Roddy McDowall Gordon Jump John Randolph J. Lee Thompson Action Sci-Fi
Todd Field,Crime Drama,in the bedroom,Tom Wilkinson Sissy Spacek Karen Allen Todd Field Crime Drama
Steven R. Monroe,Horror Thriller,i spit on your grave,Sarah Butler Chad Lindberg Daniel Franzese Steven R. Monroe Horror Thriller
Mark Illsley,Comedy Crime Romance,"happy, texas",Ally Walker Illeana Douglas Jeremy Northam Mark Illsley Comedy Crime Romance
Pawel Pawlikowski,Drama Romance,my summer of love,Paddy Considine Natalie Press Dean Andrews Pawel Pawlikowski Drama Romance
Ritesh Batra,Drama Romance,the lunchbox,Nawazuddin Siddiqui Nimrat Kaur Lillete Dubey Ritesh Batra Drama Romance
Sally Potter,Drama Romance,yes,Shirley Henderson Joan Allen Stephanie Leonidas Sally Potter Drama Romance
Frank Capra,Comedy Drama Romance,you can't take it with you,Jean Arthur Ann Miller Lionel Barrymore Frank Capra Comedy Drama Romance
Fred Zinnemann,Drama Romance War,from here to eternity,Montgomery Clift Donna Reed Deborah Kerr Fred Zinnemann Drama Romance War
John Ford,Western,she wore a yellow ribbon,Harry Carey Jr. Ben Johnson Victor McLaglen John Ford Western
Brad J. Silverman,Drama Music,grace unplugged,Shawnee Smith Michael Welch Anthony Reynolds Brad J. Silverman Drama Music
Dave Meyers,Comedy Drama,foolish,Eddie Griffin Clifton Powell Marla Gibbs Dave Meyers Comedy Drama
David M. Matthews,Crime Drama Thriller,n-secure,Essence Atkins Lamman Rucker Tempestt Bledsoe David M. Matthews Crime Drama Thriller
Nadine Labaki,Comedy Drama Romance,caramel,Yasmine Al Massri Adel Karam Nadine Labaki Nadine Labaki Comedy Drama Romance
Lluís Quílez,Horror Thriller,out of the dark,Stephen Rea Pixie Davies Alejandro Furth Lluís Quílez Horror Thriller
Eytan Fox,Comedy Drama Romance,the bubble,Ohad Knoller Lior Ashkenazi Yousef 'Joe' Sweid Eytan Fox Comedy Drama Romance
Francis Ford Coppola,Drama Mystery Thriller,the conversation,Harrison Ford Teri Garr Cindy Williams Francis Ford Coppola Drama Mystery Thriller
Romesh Sharma,Romance,dil jo bhi kahey...,Annabelle Wallis Revathy Bhoomika Chawla Romesh Sharma Romance
François Truffaut,Crime Drama Romance,mississippi mermaid,Catherine Deneuve Jean-Paul Belmondo Michel Bouquet François Truffaut Crime Drama Romance
Adam Goldberg,Drama Mystery,i love your work,Judy Greer Marisa Coughlan Nicky Katt Adam Goldberg Drama Mystery
Travis Zariwny,Horror,cabin fever,Dustin Ingram Gage Golightly Samuel Davis Travis Zariwny Horror
Zack Snyder,Action Horror Thriller,dawn of the dead,Ty Burrell Kevin Zegers Mekhi Phifer Zack Snyder Action Horror Thriller
Adrienne Shelly,Comedy Drama Romance,waitress,Lew Temple Cheryl Hines Eddie Jemison Adrienne Shelly Comedy Drama Romance
Newt Arnold,Action Biography Drama Sport,bloodsport,Bolo Yeung Donald Gibb Ken Siu Newt Arnold Action Biography Drama Sport
Frank Capra,Comedy Drama,mr. smith goes to washington,Claude Rains Jean Arthur Thomas Mitchell Frank Capra Comedy Drama
Larry Clark,Drama,kids,Rosario Dawson Leo Fitzpatrick Justin Pierce Larry Clark Drama
Noah Baumbach,Comedy Drama,the squid and the whale,William Baldwin Elizabeth Meriwether Owen Kline Noah Baumbach Comedy Drama
Charles Herman-Wurmfeld,Comedy Drama Romance,kissing jessica stein,Scott Cohen Jennifer Westfeldt Brian Stepanek Charles Herman-Wurmfeld Comedy Drama Romance
Yimou Zhang,Comedy Drama,"a woman, a gun and a noodle shop",Honglei Sun Ni Yan Dahong Ni Yimou Zhang Comedy Drama
John Stockwell,Action,kickboxer: vengeance,Matthew Ziff T.J. Storm Sam Medina John Stockwell Action
Alfred Hitchcock,Film-Noir Mystery Romance Thriller,spellbound,Norman Lloyd Rhonda Fleming Leo G. Carroll Alfred Hitchcock Film-Noir Mystery Romance Thriller
Atom Egoyan,Drama Mystery Romance,exotica,Bruce Greenwood Mia Kirshner Sarah Polley Atom Egoyan Drama Mystery Romance
Vincent Gallo,Comedy Crime Drama Romance,buffalo '66,Anjelica Huston Vincent Gallo Jan-Michael Vincent Vincent Gallo Comedy Crime Drama Romance
James Wan,Fantasy Horror Mystery Thriller,insidious,Lin Shaye Barbara Hershey Philip Friedman James Wan Fantasy Horror Mystery Thriller
Alex Cox,Comedy Crime Sci-Fi Thriller,repo man,Del Zamora Tracey Walter Miguel Sandoval Alex Cox Comedy Crime Sci-Fi Thriller
Fabián Bielinsky,Crime Drama Thriller,nine queens,Ricardo Darín Gastón Pauls Leticia Brédice Fabián Bielinsky Crime Drama Thriller
Dror Moreh,Documentary War,the gatekeepers,Ami Ayalon Yuval Diskin Yaakov Peri Dror Moreh Documentary War
Rebecca Miller,Drama,the ballad of jack and rose,Beau Bridges Susanna Thompson Ryan McDonald Rebecca Miller Drama
Maggie Carey,Comedy Romance,the to do list,Donald Glover Alia Shawkat Scott Porter Maggie Carey Comedy Romance
Roger Avary,Crime Drama Thriller,killing zoe,Eric Stoltz Salvator Xuereb Jean-Hugues Anglade Roger Avary Crime Drama Thriller
Henry Bean,Drama,the believer,Ryan Gosling Theresa Russell Summer Phoenix Henry Bean Drama
David Gordon Green,Drama Romance,snow angels,Michael Angarano Connor Paolo Tom Noonan David Gordon Green Drama Romance
Simeon Rice,Action Horror Thriller,unsullied,Ward G. Smith Lisa Brave Malone Thomas Simeon Rice Action Horror Thriller
Brad Anderson,Horror Mystery,session 9,Paul Guilfoyle Brendan Sexton III Larry Fessenden Brad Anderson Horror Mystery
Jeff Garlin,Comedy Romance,i want someone to eat cheese with,Jessy Schram Jeff Garlin Joey Slotnick Jeff Garlin Comedy Romance
Qasim Basir,Drama Family,mooz-lum,Dorian Missick Nia Long Evan Ross Qasim Basir Drama Family
Adam Green,Comedy Horror,hatchet,Joel David Moore Kane Hodder Joel Murray Adam Green Comedy Horror
Charles Chaplin,Comedy Drama Family,modern times,Paulette Goddard Stanley Blystone Fred Malatesta Charles Chaplin Comedy Drama Family
Pete Jones,Drama,stolen summer,Brian Dennehy Aidan Quinn Bonnie Hunt Pete Jones Drama
Bruce Campbell,Comedy Fantasy,my name is bruce,Ted Raimi Dan Hicks Timothy Patrick Quill Bruce Campbell Comedy Fantasy
Mark Brown,Comedy Drama,the salon,Vivica A. Fox Monica Calhoun Garrett Morris Mark Brown Comedy Drama
Adam Carolla,Comedy,road hard,Jay Mohr Jim O'Heir David Alan Grier Adam Carolla Comedy
Ira Sachs,Drama Music Romance,forty shades of blue,Rip Torn Jenny O'Hara Darren E. Burrows Ira Sachs Drama Music Romance
John Sayles,Drama War,amigo,Brian Lee Franklin John Arcilla Ronnie Lazaro John Sayles Drama War
Bruce McDonald,Fantasy Horror,pontypool,Stephen McHattie Georgina Reilly Boyd Banks Bruce McDonald Fantasy Horror
James Mottern,Drama,trucker,Jimmy Bennett Joey Lauren Adams Matthew Lawrence James Mottern Drama
Jaime Zevallos,Comedy Drama Romance,me you and five bucks,Angela Sarafyan Jaime Zevallos Michael Elian Jaime Zevallos Comedy Drama Romance
Rob Zombie,Drama Fantasy Horror Thriller,the lords of salem,Sid Haig Dee Wallace Michael Berryman Rob Zombie Drama Fantasy Horror Thriller
Gerard Johnstone,Comedy Horror Mystery,housebound,Morgana O'Reilly Bruce Hopkins Cameron Rhodes Gerard Johnstone Comedy Horror Mystery
Robert Greenwald,Documentary,wal-mart: the high cost of low price,Lee Scott Jon Hunter Matt Hunter Robert Greenwald Documentary
David Ray,Drama Fantasy Romance,fetching cody,Nicole Muñoz Sarah Lind Kyla Wise David Ray Drama Fantasy Romance
Dave Rodriguez,Comedy Drama,once upon a time in queens,Chazz Palminteri Michael Rapaport Paul Sorvino Dave Rodriguez Comedy Drama
Nae Caranfil,Comedy Drama,closer to the moon,Monica Barladeanu Joe Armstrong Martin Hancock Nae Caranfil Comedy Drama
David Winning,Sci-Fi,mutant world,Ashanti Amber Marshall John DeSantis David Winning Sci-Fi
Timothy Woodward Jr.,Action Crime Thriller,checkmate,Katrina Law Johnny Messner Michael Paré Timothy Woodward Jr. Action Crime Thriller
Christopher McQuarrie,Action Crime Mystery Thriller,jack reacher,Tom Cruise Robert Duvall David Oyelowo Christopher McQuarrie Action Crime Mystery Thriller
Tara Subkoff,Drama Horror Mystery Thriller,#horror,Timothy Hutton Balthazar Getty Lydia Hearst Tara Subkoff Drama Horror Mystery Thriller
Russell Friedenberg,Action Horror Thriller,wind walkers,Rudy Youngblood Glen Powell Kiowa Gordon Russell Friedenberg Action Horror Thriller
William Cottrell,Animation Family Fantasy Musical,snow white and the seven dwarfs,Adriana Caselotti Billy Gilbert Lucille La Verne William Cottrell Animation Family Fantasy Musical
Lucrecia Martel,Drama,the holy girl,Mía Maestro Mercedes Morán María Alche Lucrecia Martel Drama
Edward Dmytryk,Western,shalako,Brigitte Bardot Woody Strode Honor Blackman Edward Dmytryk Western
Zak Penn,Adventure Comedy Horror,incident at loch ness,Zak Penn Gabriel Beristain John Bailey Zak Penn Adventure Comedy Horror
Alex Ranarivelo,Drama,the dog lover,Lea Thompson Christina Moore Cullen Douglas Alex Ranarivelo Drama
Jon Knautz,Horror Thriller,girl house,Camren Bicondova Adam DiMarco Chasty Ballesteros Jon Knautz Horror Thriller
Mathieu Amalric,Crime Romance Thriller,the blue room,Mathieu Amalric Léa Drucker Laurent Poitrenaux Mathieu Amalric Crime Romance Thriller
David Worth,Horror Thriller,house at the end of the drive,Jessica Szohr Jonathan Mangum Angela Jones David Worth Horror Thriller
Leslie H. Martinson,Adventure Comedy Family,batman: the movie,Burgess Meredith Cesar Romero Burt Ward Leslie H. Martinson Adventure Comedy Family
Guy Ritchie,Comedy Crime,"lock, stock and two smoking barrels",Jason Statham Jason Flemyng Dexter Fletcher Guy Ritchie Comedy Crime
Robert M. Young,Western,the ballad of gregorio cortez,Barry Corbin Bruce McGill Ned Beatty Robert M. Young Western
unknown,Action Crime Drama Mystery,the streets of san francisco            ,Karl Malden Michael Douglas unknown unknown Action Crime Drama Mystery
Thomas Vinterberg,Drama,the celebration,Ulrich Thomsen Paprika Steen Trine Dyrholm Thomas Vinterberg Drama
Steve Buscemi,Comedy Drama,trees lounge,Steve Buscemi Debi Mazar Carol Kane Steve Buscemi Comedy Drama
Ham Tran,Drama,journey from the fall,Long Nguyen Kieu Chinh Cat Ly Ham Tran Drama
Rich Cowan,Drama,the basket,Eric Dane Karen Allen Peter Coyote Rich Cowan Drama
Boris Rodriguez,Comedy Horror,eddie: the sleepwalking cannibal,Stephen McHattie Thure Lindhardt Georgina Reilly Boris Rodriguez Comedy Horror
Harold Becker,Action Crime Drama Thriller,mercury rising,Bruce Willis Miko Hughes Carrie Preston Harold Becker Action Crime Drama Thriller
unknown,Drama Sci-Fi,space: above and beyond            ,James Morrison Tucker Smallwood Kristen Cloke unknown Drama Sci-Fi
Sadyk Sher-Niyaz,Action Biography Drama History,queen of the mountains,Elina Abai Kyzy Aziz Muradillayev Mirlan Abdulayev Sadyk Sher-Niyaz Action Biography Drama History
Paul Donovan,Action Sci-Fi,def-con 4,Maury Chaykin Lenore Zann Tim Choate Paul Donovan Action Sci-Fi
Jonathan Kesselman,Comedy,the hebrew hammer,Judy Greer Adam Goldberg Tony Cox Jonathan Kesselman Comedy
Arjun Sablok,Comedy Musical Romance,neal 'n' nikki,Abhishek Bachchan Uday Chopra Samantha McLeod Arjun Sablok Comedy Musical Romance
Craig Moss,Comedy,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,Noureen DeWulf Bryan Callen Matt Crabtree Craig Moss Comedy
Tyler Oliver,Horror Romance Thriller,forget me not,Bella Thorne Chloe Bridges Christopher Atkins Tyler Oliver Horror Romance Thriller
Alfred Hitchcock,Drama Film-Noir Mystery Thriller,rebecca,Laurence Olivier Joan Fontaine George Sanders Alfred Hitchcock Drama Film-Noir Mystery Thriller
Steve Miner,Horror Mystery Thriller,friday the 13th part 2,Betsy Palmer Adrienne King Amy Steel Steve Miner Horror Mystery Thriller
Billy Wilder,Drama Film-Noir,the lost weekend,Ray Milland Jane Wyman Frank Faylen Billy Wilder Drama Film-Noir
Douglas Cheek,Horror Sci-Fi,c.h.u.d.,Daniel Stern John Heard Sam McMurray Douglas Cheek Horror Sci-Fi
Youssef Delara,Drama Music,filly brown,Noel Gugliemi Jenni Rivera Jorge Diaz Youssef Delara Drama Music
Deryck Broom,Animation,the lion of judah,Vic Mignogna Omar Benson Miller Anupam Kher Deryck Broom Animation
Henry Hathaway,Crime Film-Noir Thriller,niagara,Joseph Cotten Jean Peters Will Wright Henry Hathaway Crime Film-Noir Thriller
John Ford,Drama Family,how green was my valley,Roddy McDowall Walter Pidgeon Barry Fitzgerald John Ford Drama Family
unknown,Drama,the girlfriend experience            ,Mary Lynn Rajskub Riley Keough Paul Sparks unknown Drama
Spike Lee,Comedy Romance Thriller,da sweet blood of jesus,Rami Malek Elvis Nolasco Felicia Pearson Spike Lee Comedy Romance Thriller
Steven Soderbergh,Drama,"sex, lies, and videotape",Peter Gallagher Laura San Giacomo Steven Brill Steven Soderbergh Drama
James Wan,Horror Mystery Thriller,saw,Michael Emerson Monica Potter Shawnee Smith James Wan Horror Mystery Thriller
Jay Chandrasekhar,Comedy Crime Mystery,super troopers,Geoffrey Arend Daniel von Bargen Jay Chandrasekhar Jay Chandrasekhar Comedy Crime Mystery
Giovanni Zelko,Action Romance Thriller,the algerian,Zuhair Haddad Harry Lennix Ben Youcef Giovanni Zelko Action Romance Thriller
Claudia Sainte-Luce,Comedy Drama,the amazing catfish,Ximena Ayala Vera Wilson José Manuel Orozco Angulo Claudia Sainte-Luce Comedy Drama
Scott Derrickson,Drama Sci-Fi Thriller,the day the earth stood still,Keanu Reeves Jon Hamm Juan Riedinger Scott Derrickson Drama Sci-Fi Thriller
Mira Nair,Comedy Drama Romance,monsoon wedding,Naseeruddin Shah Randeep Hooda Lillete Dubey Mira Nair Comedy Drama Romance
Kenneth Lonergan,Drama,you can count on me,Matthew Broderick Rory Culkin Gaby Hoffmann Kenneth Lonergan Drama
Alfred Hitchcock,Comedy Mystery Romance,the trouble with harry,Jerry Mathers John Forsythe Royal Dano Alfred Hitchcock Comedy Mystery Romance
Paul McGuigan,Crime Drama Mystery Thriller,lucky number slevin,Bruce Willis Morgan Freeman Dorian Missick Paul McGuigan Crime Drama Mystery Thriller
Jamie Babbit,Comedy Drama,but i'm a cheerleader,Natasha Lyonne Clea DuVall Eddie Cibrian Jamie Babbit Comedy Drama
David Boyd,Drama Sport,home run,Vivica A. Fox Drew Waters Scott Elrod David Boyd Drama Sport
Quentin Tarantino,Crime Drama Thriller,reservoir dogs,Quentin Tarantino Steve Buscemi Chris Penn Quentin Tarantino Crime Drama Thriller
Walter Lang,Drama Family Fantasy,the blue bird,Spring Byington Nigel Bruce Gale Sondergaard Walter Lang Drama Family Fantasy
Sergio Leone,Western,"the good, the bad and the ugly",Clint Eastwood Luigi Pistilli Enzo Petito Sergio Leone Western
Anna Muylaert,Comedy Drama,the second mother,Alex Huszar Regina Casé Luis Miranda Anna Muylaert Comedy Drama
Steve Taylor,Comedy Drama,blue like jazz,Jason Marsden Marshall Allman Eric Lange Steve Taylor Comedy Drama
Kurt Voss,Comedy Music,down and out with the dolls,Lemmy Coyote Shivers Zoë Poledouris Kurt Voss Comedy Music
Léa Pool,Documentary,"pink ribbons, inc.",unknown unknown unknown Léa Pool Documentary
James David Pasternak,Comedy Documentary,certifiably jonathan,Robin Williams Sarah Silverman Jonathan Winters James David Pasternak Comedy Documentary
Laurent Bouhnik,Drama,q,Déborah Révy Johnny Amaro Yassine Azzouz Laurent Bouhnik Drama
Tom Sanchez,Comedy Drama,the knife of don juan,Nataniel Sánchez Antonio Arrué Juan Carlos Montoya Tom Sanchez Comedy Drama
David Caffrey,Adventure Comedy Drama,grand theft parsons,Marley Shelton Scott Adsit Jim Cody Williams David Caffrey Adventure Comedy Drama
Adam Jay Epstein,Comedy,extreme movie,Rich Ceraulo Denise Boutte Vanessa Lee Chester Adam Jay Epstein Comedy
Michael Curtiz,Action Adventure Romance War,the charge of the light brigade,Errol Flynn David Niven Spring Byington Michael Curtiz Action Adventure Romance War
Justin Thomas Ostensen,Thriller,below zero,Michael Berryman Kristin Booth Michael Eisner Justin Thomas Ostensen Thriller
Brenton Spencer,Action Horror Mystery Thriller,crowsnest,Christie Burke Victor Zinck Jr. Chelsey Reist Brenton Spencer Action Horror Mystery Thriller
Rob Bowman,Adventure Comedy Sport,airborne,Alanna Ubach Jacob Vargas Brittney Powell Rob Bowman Adventure Comedy Sport
Ossie Davis,Action Comedy,cotton comes to harlem,Redd Foxx Cleavon Little Calvin Lockhart Ossie Davis Action Comedy
Jay Alaimo,Horror,the wicked within,William McNamara Sabrina Carmichael Patrick Muldoon Jay Alaimo Horror
Dylan Bank,Horror,bleeding hearts,Seregon O'Dassey Deirdre Lorenz Dustin Diamond Dylan Bank Horror
Rob McKittrick,Comedy,waiting...,Ryan Reynolds Dane Cook Vanessa Lengies Rob McKittrick Comedy
Shane Meadows,Crime Drama Thriller,dead man's shoes,Paddy Considine Gary Stretch George Newton Shane Meadows Crime Drama Thriller
unknown,Drama Horror Thriller,wolf creek            ,Richard Cawthorne John Jarratt Lucy Fry unknown Drama Horror Thriller
Jeff Burr,Action Drama Horror Thriller,from a whisper to a scream,Terry Kiser Clu Gulager Susan Tyrrell Jeff Burr Action Drama Horror Thriller
Harry Gantz,Documentary Drama,sex with strangers,unknown unknown unknown Harry Gantz Documentary Drama
Guy Maddin,Comedy Horror Musical,dracula: pages from a virgin's diary,Sarah Murphy-Dyson CindyMarie Small Brent Neale Guy Maddin Comedy Horror Musical
Regardt van den Bergh,Drama,faith like potatoes,Sean Cameron Michael Frank Rautenbach Jeanne Neilson Regardt van den Bergh Drama
Panos Cosmatos,Sci-Fi Thriller,beyond the black rainbow,Chris Gauthier Marilyn Norry Eva Bourne Panos Cosmatos Sci-Fi Thriller
Gareth Evans,Action Crime Thriller,the raid: redemption,Iko Uwais Yayan Ruhian Donny Alamsyah Gareth Evans Action Crime Thriller
Matthew R. Anderson,Action Horror Sci-Fi,the dead undead,Johnny Pacar Vernon Wells Matthew R. Anderson Matthew R. Anderson Action Horror Sci-Fi
Joe Marino,Horror,the vatican exorcisms,Piero Maggiò Anella Vastola Joe Marino Joe Marino Horror
Michael Curtiz,Drama Romance War,casablanca,Humphrey Bogart Claude Rains Conrad Veidt Michael Curtiz Drama Romance War
Joel Anderson,Drama Horror Mystery Thriller,lake mungo,Talia Zucker Rosie Traynor Martin Sharpe Joel Anderson Drama Horror Mystery Thriller
Shimit Amin,Comedy Drama,rocket singh: salesman of the year,Ranbir Kapoor Shazahn Padamsee Gauhar Khan Shimit Amin Comedy Drama
Douglas Trumbull,Drama Sci-Fi,silent running,Bruce Dern Ron Rifkin Jesse Vint Douglas Trumbull Drama Sci-Fi
John G. Avildsen,Drama Sport,rocky,Sylvester Stallone Burgess Meredith Carl Weathers John G. Avildsen Drama Sport
Mona Fastvold,Drama,the sleepwalker,Christopher Abbott Brady Corbet Gitte Witt Mona Fastvold Drama
John Carpenter,Fantasy Horror,the fog,Jamie Lee Curtis Hal Holbrook Janet Leigh John Carpenter Fantasy Horror
Tony Richardson,Adventure Comedy History,tom jones,Albert Finney Susannah York Hugh Griffith Tony Richardson Adventure Comedy History
Levan Gabriadze,Horror Mystery Thriller,unfriended,Shelley Hennig Renee Olstead Heather Sossaman Levan Gabriadze Horror Mystery Thriller
Martin Scorsese,Crime Drama,taxi driver,Robert De Niro Albert Brooks Peter Boyle Martin Scorsese Crime Drama
Joe Dante,Horror,the howling,Patrick Macnee Robert Picardo Dee Wallace Joe Dante Horror
Terence Young,Action Adventure Thriller,dr. no,Ursula Andress Jack Lord Lois Maxwell Terence Young Action Adventure Thriller
Bradley Parker,Horror Mystery Sci-Fi Thriller,chernobyl diaries,Jesse McCartney Ingrid Bolsø Berdal Jonathan Sadowski Bradley Parker Horror Mystery Sci-Fi Thriller
Clive Barker,Fantasy Horror,hellraiser,Andrew Robinson Ashley Laurence Clare Higgins Clive Barker Fantasy Horror
Harold Cronk,Drama,god's not dead 2,Benjamin A. Onyango Robin Givens Maria Canals-Barrera Harold Cronk Drama
Jeff Wadlow,Drama Horror Mystery Thriller,cry_wolf,Julian Morris Gary Cole Lindy Booth Jeff Wadlow Drama Horror Mystery Thriller
Takao Okawara,Action Adventure Drama Sci-Fi Thriller,godzilla 2000,Hiroshi Abe Naomi Nishida Sakae Kimura Takao Okawara Action Adventure Drama Sci-Fi Thriller
Derek Cianfrance,Drama Romance,blue valentine,Ryan Gosling Mike Vogel John Doman Derek Cianfrance Drama Romance
Duncan Tucker,Adventure Comedy Drama,transamerica,Kevin Zegers Felicity Huffman Paul Borghese Duncan Tucker Adventure Comedy Drama
William Brent Bell,Horror,the devil inside,Fernanda Andrade Claudiu Trandafir Brian Johnson William Brent Bell Horror
Russ Meyer,Comedy Drama Music,beyond the valley of the dolls,Charles Napier Cynthia Myers Harrison Page Russ Meyer Comedy Drama Music
Robert D. Webb,Drama Romance Western,love me tender,James Drury Neville Brand Debra Paget Robert D. Webb Drama Romance Western
Davis Guggenheim,Documentary,an inconvenient truth,Billy West Al Gore unknown Davis Guggenheim Documentary
Allan Dwan,Action Drama Romance War,sands of iwo jima,James Brown Richard Jaeckel Forrest Tucker Allan Dwan Action Drama Romance War
Martin Scorsese,Biography Documentary Music,shine a light,Mick Jagger Keith Richards Albert Maysles Martin Scorsese Biography Documentary Music
Eli Roth,Adventure Horror,the green inferno,Daryl Sabara Richard Burgi Magda Apanowicz Eli Roth Adventure Horror
Andrew Steggall,Drama Family Romance,departure,Juliet Stevenson Alex Lawther Niamh Cusack Andrew Steggall Drama Family Romance
Ben Lewin,Biography Comedy Drama Romance,the sessions,W. Earl Brown Adam Arkin Rhea Perlman Ben Lewin Biography Comedy Drama Romance
Robert Kenner,Documentary,"food, inc.",Michael Pollan Eric Schlosser Barbara Kowalcyk Robert Kenner Documentary
Andrew Erwin,Drama,october baby,Rachel Hendrix Robert Amaya Jason Burkey Andrew Erwin Drama
Brad Anderson,Comedy Drama Romance,next stop wonderland,Philip Seymour Hoffman Callie Thorne Holland Taylor Brad Anderson Comedy Drama Romance
Jason Reitman,Comedy Drama Romance,juno,J.K. Simmons Jennifer Garner Rainn Wilson Jason Reitman Comedy Drama Romance
Craig Johnson,Comedy Drama,the skeleton twins,Ty Burrell Boyd Holbrook Kathleen Rose Perkins Craig Johnson Comedy Drama
Sean Durkin,Drama Mystery Thriller,martha marcy may marlene,Christopher Abbott Julia Garner Brady Corbet Sean Durkin Drama Mystery Thriller
Gillian Robespierre,Comedy Drama,obvious child,Gaby Hoffmann Jenny Slate Jake Lacy Gillian Robespierre Comedy Drama
Courtney Hunt,Crime Drama,frozen river,Charlie McDermott Michael O'Keefe Misty Upham Courtney Hunt Crime Drama
Morgan Neville,Documentary Music,20 feet from stardom,Sheryl Crow Lou Adler Merry Clayton Morgan Neville Documentary Music
James Toback,Comedy Drama,two girls and a guy,Robert Downey Jr. Natasha Gregson Wagner Angel David James Toback Comedy Drama
Nicole Holofcener,Comedy Drama Romance,walking and talking,Kevin Corrigan Anne Heche Vincent Pastore Nicole Holofcener Comedy Drama Romance
Peter Cattaneo,Comedy Drama Music,the full monty,Tom Wilkinson Mark Addy Lesley Sharp Peter Cattaneo Comedy Drama Music
Chris Paine,Documentary,who killed the electric car?,Ed Begley Jr. Phyllis Diller Colette Divine Chris Paine Documentary
Greg Berlanti,Comedy Drama Romance Sport,the broken hearts club: a romantic comedy,Justin Theroux Nia Long Mary McCormack Greg Berlanti Comedy Drama Romance Sport
